Tempo, Erro Little
10.00, 0.00000000000000011102
20.00, 0.00000000000000863372
30.00, 0.00000000000000717308
40.00, 0.00000000000000689900
50.00, 0.00000000000001011691
60.00, 0.00000000000003508305
70.00, 0.00000000000002363561
80.00, 0.00000000000003568500
90.00, 0.00000000000003932618
100.00, 0.00000000000003592265
110.00, 0.00000000000004735795
120.00, 0.00000000000003514723
130.00, 0.00000000000002492537
140.00, 0.00000000000004114851
150.00, 0.00000000000006405727
160.00, 0.00000000000003714216
170.00, 0.00000000000003542219
180.00, 0.00000000000001304252
190.00, 0.00000000000011918504
200.00, 0.00000000000015448059
210.00, 0.00000000000020245351
220.00, 0.00000000000018649839
230.00, 0.00000000000016320192
240.00, 0.00000000000016917023
250.00, 0.00000000000015369563
260.00, 0.00000000000027280435
270.00, 0.00000000000009765105
280.00, 0.00000000000006377971
290.00, 0.00000000000002029366
300.00, 0.00000000000001034416
310.00, 0.00000000000000929552
320.00, 0.00000000000015740577
330.00, 0.00000000000011629456
340.00, 0.00000000000002332899
350.00, 0.00000000000007864803
360.00, 0.00000000000005304394
370.00, 0.00000000000004750323
380.00, 0.00000000000016394264
390.00, 0.00000000000006730120
400.00, 0.00000000000008942586
410.00, 0.00000000000017424690
420.00, 0.00000000000021729970
430.00, 0.00000000000005646265
440.00, 0.00000000000018326963
450.00, 0.00000000000023816149
460.00, 0.00000000000015712605
470.00, 0.00000000000007203439
480.00, 0.00000000000020410063
490.00, 0.00000000000003504055
500.00, 0.00000000000020167982
510.00, 0.00000000000024874460
520.00, 0.00000000000037386153
530.00, 0.00000000000038807889
540.00, 0.00000000000079321228
550.00, 0.00000000000040935788
560.00, 0.00000000000039540506
570.00, 0.00000000000016592673
580.00, 0.00000000000018375622
590.00, 0.00000000000003952264
600.00, 0.00000000000018828905
610.00, 0.00000000000010309982
620.00, 0.00000000000011398131
630.00, 0.00000000000041317470
640.00, 0.00000000000048475113
650.00, 0.00000000000035082440
660.00, 0.00000000000021008239
670.00, 0.00000000000014725937
680.00, 0.00000000000001989424
690.00, 0.00000000000011560067
700.00, 0.00000000000009760899
710.00, 0.00000000000009955882
720.00, 0.00000000000001592953
730.00, 0.00000000000000484682
740.00, 0.00000000000007136696
750.00, 0.00000000000075188987
760.00, 0.00000000000079581263
770.00, 0.00000000000065192296
780.00, 0.00000000000031152554
790.00, 0.00000000000005988005
800.00, 0.00000000000029272418
810.00, 0.00000000000015963272
820.00, 0.00000000000039353416
830.00, 0.00000000000033320265
840.00, 0.00000000000019116349
850.00, 0.00000000000021013920
860.00, 0.00000000000012702990
870.00, 0.00000000000012400931
880.00, 0.00000000000049143155
890.00, 0.00000000000052280185
900.00, 0.00000000000056941561
910.00, 0.00000000000078765206
920.00, 0.00000000000084834006
930.00, 0.00000000000075103682
940.00, 0.00000000000074485210
950.00, 0.00000000000062227827
960.00, 0.00000000000041514665
970.00, 0.00000000000033623278
980.00, 0.00000000000048861696
990.00, 0.00000000000069693860
1000.00, 0.00000000000032727553
1010.00, 0.00000000000011932989
1020.00, 0.00000000000027126435
1030.00, 0.00000000000003810624
1040.00, 0.00000000000038999186
1050.00, 0.00000000000077550640
1060.00, 0.00000000000048596413
1070.00, 0.00000000000042126979
1080.00, 0.00000000000076282210
1090.00, 0.00000000000059090276
1100.00, 0.00000000000063253916
1110.00, 0.00000000000093014919
1120.00, 0.00000000000114293601
1130.00, 0.00000000000170260204
1140.00, 0.00000000000120711991
1150.00, 0.00000000000113059041
1160.00, 0.00000000000120959232
1170.00, 0.00000000000218087831
1180.00, 0.00000000000231922034
1190.00, 0.00000000000272953318
1200.00, 0.00000000000247738418
1210.00, 0.00000000000289686070
1220.00, 0.00000000000318666578
1230.00, 0.00000000000285225055
1240.00, 0.00000000000249692975
1250.00, 0.00000000000293702649
1260.00, 0.00000000000299133721
1270.00, 0.00000000000243650282
1280.00, 0.00000000000205065088
1290.00, 0.00000000000211655389
1300.00, 0.00000000000172096105
1310.00, 0.00000000000189091624
1320.00, 0.00000000000139743555
1330.00, 0.00000000000068085902
1340.00, 0.00000000000083467868
1350.00, 0.00000000000051447388
1360.00, 0.00000000000031120462
1370.00, 0.00000000000047562171
1380.00, 0.00000000000069988676
1390.00, 0.00000000000028940305
1400.00, 0.00000000000044439279
1410.00, 0.00000000000033766826
1420.00, 0.00000000000006547107
1430.00, 0.00000000000010209281
1440.00, 0.00000000000016648835
1450.00, 0.00000000000092340632
1460.00, 0.00000000000110557310
1470.00, 0.00000000000137100314
1480.00, 0.00000000000195194165
1490.00, 0.00000000000201075051
1500.00, 0.00000000000202910562
1510.00, 0.00000000000180902862
1520.00, 0.00000000000161349493
1530.00, 0.00000000000050606437
1540.00, 0.00000000000097033319
1550.00, 0.00000000000015532584
1560.00, 0.00000000000075543521
1570.00, 0.00000000000041741220
1580.00, 0.00000000000039372108
1590.00, 0.00000000000046692684
1600.00, 0.00000000000088217411
1610.00, 0.00000000000077602204
1620.00, 0.00000000000142704555
1630.00, 0.00000000000030402243
1640.00, 0.00000000000036857887
1650.00, 0.00000000000015086890
1660.00, 0.00000000000010206636
1670.00, 0.00000000000017505702
1680.00, 0.00000000000013111777
1690.00, 0.00000000000000361213
1700.00, 0.00000000000024821074
1710.00, 0.00000000000084232968
1720.00, 0.00000000000029594513
1730.00, 0.00000000000013043516
1740.00, 0.00000000000005595524
1750.00, 0.00000000000061904475
1760.00, 0.00000000000140011874
1770.00, 0.00000000000108361627
1780.00, 0.00000000000128817660
1790.00, 0.00000000000038427594
1800.00, 0.00000000000135596178
1810.00, 0.00000000000214645619
1820.00, 0.00000000000214834921
1830.00, 0.00000000000206411450
1840.00, 0.00000000000239889272
1850.00, 0.00000000000167142689
1860.00, 0.00000000000192614024
1870.00, 0.00000000000148817720
1880.00, 0.00000000000189944284
1890.00, 0.00000000000118330085
1900.00, 0.00000000000129659261
1910.00, 0.00000000000147198182
1920.00, 0.00000000000126823899
1930.00, 0.00000000000113420384
1940.00, 0.00000000000006461715
1950.00, 0.00000000000100763885
1960.00, 0.00000000000094322683
1970.00, 0.00000000000136071753
1980.00, 0.00000000000157868163
1990.00, 0.00000000000211344267
2000.00, 0.00000000000293054730
2010.00, 0.00000000000243366351
2020.00, 0.00000000000241759737
2030.00, 0.00000000000253554599
2040.00, 0.00000000000222104410
2050.00, 0.00000000000203547249
2060.00, 0.00000000000029610082
2070.00, 0.00000000000015813132
2080.00, 0.00000000000095546704
2090.00, 0.00000000000206957368
2100.00, 0.00000000000154059664
2110.00, 0.00000000000247180445
2120.00, 0.00000000000234411882
2130.00, 0.00000000000443663942
2140.00, 0.00000000000517857545
2150.00, 0.00000000000510889508
2160.00, 0.00000000000502926780
2170.00, 0.00000000000443015156
2180.00, 0.00000000000429745996
2190.00, 0.00000000000491736252
2200.00, 0.00000000000451752264
2210.00, 0.00000000000568338345
2220.00, 0.00000000000533219389
2230.00, 0.00000000000517961282
2240.00, 0.00000000000543768329
2250.00, 0.00000000000559382922
2260.00, 0.00000000000587411283
2270.00, 0.00000000000659562162
2280.00, 0.00000000000649547256
2290.00, 0.00000000000513869763
2300.00, 0.00000000000486685345
2310.00, 0.00000000000475725188
2320.00, 0.00000000000400663704
2330.00, 0.00000000000305491396
2340.00, 0.00000000000284945591
2350.00, 0.00000000000255241661
2360.00, 0.00000000000357898867
2370.00, 0.00000000000397745378
2380.00, 0.00000000000299212911
2390.00, 0.00000000000227435432
2400.00, 0.00000000000250621399
2410.00, 0.00000000000234464444
2420.00, 0.00000000000315869119
2430.00, 0.00000000000280238159
2440.00, 0.00000000000364338854
2450.00, 0.00000000000506924971
2460.00, 0.00000000000546666141
2470.00, 0.00000000000582020239
2480.00, 0.00000000000600330159
2490.00, 0.00000000000601694736
2500.00, 0.00000000000629470564
2510.00, 0.00000000000598027010
2520.00, 0.00000000000529118633
2530.00, 0.00000000000549237782
2540.00, 0.00000000000424107277
2550.00, 0.00000000000478536828
2560.00, 0.00000000000373566239
2570.00, 0.00000000000544949676
2580.00, 0.00000000000551015050
2590.00, 0.00000000000444962036
2600.00, 0.00000000000556273690
2610.00, 0.00000000000632359052
2620.00, 0.00000000000719232660
2630.00, 0.00000000000704026551
2640.00, 0.00000000000760654734
2650.00, 0.00000000000784119904
2660.00, 0.00000000000756320570
2670.00, 0.00000000000812230144
2680.00, 0.00000000000711874136
2690.00, 0.00000000000650112169
2700.00, 0.00000000000610533846
2710.00, 0.00000000000493347464
2720.00, 0.00000000000502849368
2730.00, 0.00000000000505705373
2740.00, 0.00000000000535460695
