Tempo, Erro Little
10.00, 0.00000000000000243577
20.00, 0.00000000000000489799
30.00, 0.00000000000000632610
40.00, 0.00000000000000732747
50.00, 0.00000000000000417895
60.00, 0.00000000000000680185
70.00, 0.00000000000003823070
80.00, 0.00000000000006747467
90.00, 0.00000000000004263256
100.00, 0.00000000000000946899
110.00, 0.00000000000001848695
120.00, 0.00000000000005329071
130.00, 0.00000000000008025611
140.00, 0.00000000000005795104
150.00, 0.00000000000002305274
160.00, 0.00000000000006446232
170.00, 0.00000000000005685556
180.00, 0.00000000000006394885
190.00, 0.00000000000012434498
200.00, 0.00000000000012337353
210.00, 0.00000000000012615256
220.00, 0.00000000000018734840
230.00, 0.00000000000021574062
240.00, 0.00000000000028445128
250.00, 0.00000000000029927276
260.00, 0.00000000000033996243
270.00, 0.00000000000029989899
280.00, 0.00000000000043805931
290.00, 0.00000000000034732286
300.00, 0.00000000000018699105
310.00, 0.00000000000021846761
320.00, 0.00000000000010513639
330.00, 0.00000000000002842171
340.00, 0.00000000000013095948
350.00, 0.00000000000001487352
360.00, 0.00000000000011557942
370.00, 0.00000000000001302083
380.00, 0.00000000000017781783
390.00, 0.00000000000022274717
400.00, 0.00000000000008358765
410.00, 0.00000000000008444287
420.00, 0.00000000000010883135
430.00, 0.00000000000017564943
440.00, 0.00000000000018164810
450.00, 0.00000000000020686057
460.00, 0.00000000000002262773
470.00, 0.00000000000006754319
480.00, 0.00000000000009276260
490.00, 0.00000000000005684342
500.00, 0.00000000000009866760
510.00, 0.00000000000013595028
520.00, 0.00000000000021966803
530.00, 0.00000000000053839225
540.00, 0.00000000000077089723
550.00, 0.00000000000064331873
560.00, 0.00000000000032387634
570.00, 0.00000000000058429650
580.00, 0.00000000000038300266
590.00, 0.00000000000044491147
600.00, 0.00000000000039903150
610.00, 0.00000000000029589525
620.00, 0.00000000000003221728
630.00, 0.00000000000010536363
640.00, 0.00000000000006157228
650.00, 0.00000000000016507282
660.00, 0.00000000000028427261
670.00, 0.00000000000023452768
680.00, 0.00000000000035518116
690.00, 0.00000000000028450159
700.00, 0.00000000000020915908
710.00, 0.00000000000037261860
720.00, 0.00000000000051782884
730.00, 0.00000000000017116170
740.00, 0.00000000000003155809
750.00, 0.00000000000028112582
760.00, 0.00000000000003850045
770.00, 0.00000000000022278360
780.00, 0.00000000000035772427
790.00, 0.00000000000016677978
800.00, 0.00000000000007992565
810.00, 0.00000000000043834381
820.00, 0.00000000000061550418
830.00, 0.00000000000070854086
840.00, 0.00000000000090094945
850.00, 0.00000000000113760737
860.00, 0.00000000000132599834
870.00, 0.00000000000085908364
880.00, 0.00000000000129326411
890.00, 0.00000000000113477630
900.00, 0.00000000000150928575
910.00, 0.00000000000140720421
920.00, 0.00000000000151625240
930.00, 0.00000000000141138143
940.00, 0.00000000000163034169
950.00, 0.00000000000156096663
960.00, 0.00000000000129157449
970.00, 0.00000000000146935242
980.00, 0.00000000000156707980
990.00, 0.00000000000164809832
1000.00, 0.00000000000162161951
1010.00, 0.00000000000155442326
1020.00, 0.00000000000150248911
1030.00, 0.00000000000115258497
1040.00, 0.00000000000107571937
1050.00, 0.00000000000055466048
1060.00, 0.00000000000070725023
1070.00, 0.00000000000045303691
1080.00, 0.00000000000062629762
1090.00, 0.00000000000000428130
1100.00, 0.00000000000004655651
1110.00, 0.00000000000013226920
1120.00, 0.00000000000054041147
1130.00, 0.00000000000007422535
1140.00, 0.00000000000014686863
1150.00, 0.00000000000036381662
1160.00, 0.00000000000072184966
1170.00, 0.00000000000063569983
1180.00, 0.00000000000018614624
1190.00, 0.00000000000057073790
1200.00, 0.00000000000062083325
1210.00, 0.00000000000096837122
1220.00, 0.00000000000114945206
1230.00, 0.00000000000102714018
1240.00, 0.00000000000087852642
1250.00, 0.00000000000101894188
1260.00, 0.00000000000138000375
1270.00, 0.00000000000162141828
1280.00, 0.00000000000159365576
1290.00, 0.00000000000147203083
1300.00, 0.00000000000150026172
1310.00, 0.00000000000144087867
1320.00, 0.00000000000189247923
1330.00, 0.00000000000204727554
1340.00, 0.00000000000249665219
1350.00, 0.00000000000179372489
1360.00, 0.00000000000163907429
1370.00, 0.00000000000146375273
1380.00, 0.00000000000135222042
1390.00, 0.00000000000151114191
1400.00, 0.00000000000175098477
1410.00, 0.00000000000216916068
1420.00, 0.00000000000229846003
1430.00, 0.00000000000252134078
1440.00, 0.00000000000276497228
1450.00, 0.00000000000283306711
1460.00, 0.00000000000360777727
1470.00, 0.00000000000403718725
1480.00, 0.00000000000378057308
1490.00, 0.00000000000423465776
1500.00, 0.00000000000390445662
1510.00, 0.00000000000281177859
1520.00, 0.00000000000269369596
1530.00, 0.00000000000263267880
1540.00, 0.00000000000201922853
1550.00, 0.00000000000174591591
1560.00, 0.00000000000241729900
1570.00, 0.00000000000296272729
1580.00, 0.00000000000378800810
1590.00, 0.00000000000398186345
1600.00, 0.00000000000362301161
1610.00, 0.00000000000363681654
1620.00, 0.00000000000229643735
1630.00, 0.00000000000282873724
1640.00, 0.00000000000364691957
1650.00, 0.00000000000263791072
1660.00, 0.00000000000186799534
1670.00, 0.00000000000206062251
1680.00, 0.00000000000266084030
1690.00, 0.00000000000293362556
1700.00, 0.00000000000350844007
1710.00, 0.00000000000324298921
1720.00, 0.00000000000319632515
1730.00, 0.00000000000344037646
1740.00, 0.00000000000377404705
1750.00, 0.00000000000351331811
1760.00, 0.00000000000339822961
1770.00, 0.00000000000315843879
1780.00, 0.00000000000365591585
1790.00, 0.00000000000309916329
1800.00, 0.00000000000250771626
1810.00, 0.00000000000336470782
1820.00, 0.00000000000321220828
1830.00, 0.00000000000272443179
1840.00, 0.00000000000361431024
1850.00, 0.00000000000308493855
1860.00, 0.00000000000264226835
1870.00, 0.00000000000199145214
1880.00, 0.00000000000229665245
1890.00, 0.00000000000159297922
1900.00, 0.00000000000231521052
1910.00, 0.00000000000241317730
1920.00, 0.00000000000257772623
1930.00, 0.00000000000315127091
1940.00, 0.00000000000293303229
1950.00, 0.00000000000382555099
1960.00, 0.00000000000361910155
1970.00, 0.00000000000330478006
1980.00, 0.00000000000306451739
1990.00, 0.00000000000333501629
2000.00, 0.00000000000316537421
2010.00, 0.00000000000323589419
2020.00, 0.00000000000386724333
2030.00, 0.00000000000338006359
2040.00, 0.00000000000182655280
2050.00, 0.00000000000244462436
2060.00, 0.00000000000223847330
2070.00, 0.00000000000225522032
2080.00, 0.00000000000158871527
2090.00, 0.00000000000183276311
2100.00, 0.00000000000269369596
2110.00, 0.00000000000476048020
2120.00, 0.00000000000461825370
2130.00, 0.00000000000594748209
